ligand,electrophile,electrophile_pci_name,nucleophile,nucleophile_pci_name,yield,ligand_smiles,electrophile_smiles,nucleophile_smiles,product_smiles
P(fur)3,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,92.44,c1coc(P(c2ccco2)c2ccco2)c1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
Ph-PhenCar-Phos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,18.92,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
PPh2Me,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,7.72,CP(c1ccccc1)c1ccccc1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
PPhtBu2,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,78.07,CC(C)(C)P(c1ccccc1)C(C)(C)C,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
tBPh-CPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,65.95,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
PPhMe2,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,55.8,CP(C)c1ccccc1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
Cy-BippyPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,79.91,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
PCy3 HBF4,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,19.55,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
CgMe-PPh,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,97.21,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
PPh3,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,65.87,c1ccc(P(c2ccccc2)c2ccccc2)cc1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
X-Phos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,70.76,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
PnBu3 HBF4,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,24.43,CCCCP(CCCC)CCCC,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
A-caPhos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,0.96,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
BrettPhos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,2.59,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
CX-FBu,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,3.1,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
CX-PICy,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,44.56,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
Cy-DavePhos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,62.46,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
Cy-vBRIDP,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,63.7,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
Kwong,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,64.71,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
MeO-KITPHOS,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,29.35,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
P(o-Anis)3,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,21.56,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
Et-PhenCar-Phos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,69.67,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
JackiePhos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,68.55,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
"P(3,5-CF3-Ph)3",5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,11.81,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
P(fur)3,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,16.79,c1coc(P(c2ccco2)c2ccco2)c1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
Ph-PhenCar-Phos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,5.0,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
PPh2Me,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,0.94,CP(c1ccccc1)c1ccccc1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
PPhtBu2,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,42.3,CC(C)(C)P(c1ccccc1)C(C)(C)C,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
tBPh-CPhos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,68.99,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
PPhMe2,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,38.44,CP(C)c1ccccc1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
Cy-BippyPhos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,67.64,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
PCy3 HBF4,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,22.24,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
CgMe-PPh,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,67.64,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
PPh3,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,53.63,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
X-Phos,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,65.95,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
PnBu3 HBF4,5-Bromobenzofuran,3,4-(1H-Imidazol-1-yl)benzonitrile,G,22.56,CCCCP(CCCC)CCCC,Brc1ccc2occc2c1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccc3occc3c2)cc1
A-caPhos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.41,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
BrettPhos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.33,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
CX-FBu,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,0.48,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
CX-PICy,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,2.55,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
Cy-DavePhos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,2.36,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
Cy-vBRIDP,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,2.17,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
Kwong,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.34,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
MeO-KITPHOS,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,2.89,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
P(o-Anis)3,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.82,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
Et-PhenCar-Phos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,2.17,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
JackiePhos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.66,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
"P(3,5-CF3-Ph)3",2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,0.37,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
P(fur)3,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.54,c1coc(P(c2ccco2)c2ccco2)c1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
Ph-PhenCar-Phos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,0.28,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
PPh2Me,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,0.06,CP(c1ccccc1)c1ccccc1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
PPhtBu2,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,0.81,CC(C)(C)P(c1ccccc1)C(C)(C)C,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
tBPh-CPhos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.89,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
PPhMe2,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,0.8,CP(C)c1ccccc1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
Cy-BippyPhos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,2.51,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
PCy3 HBF4,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,0.68,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
CgMe-PPh,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,3.52,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
PPh3,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.61,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
X-Phos,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,1.38,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
PnBu3 HBF4,2-Bromobiphenyl,4,4-(1H-Imidazol-1-yl)benzonitrile,G,0.46,CCCCP(CCCC)CCCC,Brc1ccccc1-c1ccccc1,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2-c2ccccc2)cc1
A-caPhos,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,3.68,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
BrettPhos,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,0.32,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
CX-FBu,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,0.97,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
CX-PICy,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,26.7,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
Cy-DavePhos,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,23.97,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
Cy-vBRIDP,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,24.85,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
Kwong,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,10.81,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
MeO-KITPHOS,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,8.65,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
P(o-Anis)3,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,6.42,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
Et-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,28.24,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
JackiePhos,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,20.6,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
"P(3,5-CF3-Ph)3",1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,4.24,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
P(fur)3,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,7.03,c1coc(P(c2ccco2)c2ccco2)c1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
Ph-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,0.69,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
PPh2Me,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,0.28,CP(c1ccccc1)c1ccccc1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
PPhtBu2,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,1.67,CC(C)(C)P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
tBPh-CPhos,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,12.24,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
PPhMe2,1-Bromo-2-fluorobenzene,7,4-(1H-Imidazol-1-yl)benzonitrile,G,2.46,CP(C)c1ccccc1,Fc1ccccc1Br,N#Cc1ccc(-n2ccnc2)cc1,N#Cc1ccc(-n2cncc2-c2ccccc2F)cc1
